file,bpm,key,tag_written,error
Kanser-Future_Retro_Legacy-2008-FTD/04-kanser-save_the_day-ftd.mp3,95.7,Am,True,
Kanser-Future_Retro_Legacy-2008-FTD/08-kanser-life_symphony-ftd.mp3,161.5,Em,True,
Kanser-Future_Retro_Legacy-2008-FTD/05-kanser-east_lake_lullaby-ftd.mp3,89.1,Bm,True,
Kanser-Future_Retro_Legacy-2008-FTD/10-kanser-god_made_girls-ftd.mp3,95.7,Bbm,True,
Kanser-Future_Retro_Legacy-2008-FTD/03-kanser-coming_out_again_(the_sunshine_song)-ftd.mp3,92.3,Dm,True,
Kanser-Future_Retro_Legacy-2008-FTD/09-kanser-interlude-ftd.mp3,89.1,C#m,True,
Kanser-Future_Retro_Legacy-2008-FTD/01-kanser-once_again-ftd.mp3,136.0,Fm,True,
Kanser-Future_Retro_Legacy-2008-FTD/13-kanser-legacy-ftd.mp3,86.1,C,True,
Kanser-Future_Retro_Legacy-2008-FTD/07-kanser-beaut-e-ftd.mp3,99.4,Gm,True,
Kanser-Future_Retro_Legacy-2008-FTD/02-kanser-pleasent-ftd.mp3,95.7,Bm,True,
Kanser-Future_Retro_Legacy-2008-FTD/12-kanser-hands_on_my_time-ftd.mp3,89.1,Bbm,True,
Kanser-Future_Retro_Legacy-2008-FTD/11-kanser-we_dont_know_jack-ftd.mp3,89.1,Dm,True,
Kanser-Future_Retro_Legacy-2008-FTD/06-kanser-tinseltown-ftd.mp3,95.7,Dm,True,
Eminem/08. Antichrist.mp3,99.4,A,True,
Eminem/05. Evil.mp3,161.5,F#m,True,
Eminem/02. Habits.mp3,99.4,Fm,True,
Eminem/14. Head Honcho.mp3,172.3,Bm,True,
Eminem/19. Somebody Save Me.mp3,184.6,Cm,True,
Eminem/11. Houdini.mp3,129.2,Cm,True,
Eminem/07. Lucifer.mp3,161.5,Bbm,True,
Eminem/12. Breaking News (skit).mp3,123.0,Fm,True,
Eminem/15. Temporary.mp3,161.5,G,True,
Eminem/18. Guess Who’s Back (skit).mp3,99.4,Fm,True,
Eminem/06. All You Got (skit).mp3,99.4,Dm,True,
Eminem/09. Fuel.mp3,136.0,G#m,True,
Eminem/16. Bad One.mp3,143.6,Gm,True,
Eminem/17. Tobey.mp3,136.0,Am,True,
Eminem/04. Brand New Dance.mp3,117.5,Am,True,
Eminem/01. Renaissance.mp3,99.4,Fm,True,
Eminem/13. Guilty Conscience 2.mp3,161.5,Fm,True,
Eminem/10. Road Rage.mp3,95.7,Fm,True,
Eminem/03. Trouble.mp3,161.5,Fm,True,
Eminem/Misc/Encore - Extra/02-02 Eminem - Love You More.flac,123.0,G#m,True,
Eminem/Misc/Encore - Extra/02-03 Eminem - Ricky Ticky Toc.flac,86.1,Db,True,
Eminem/Misc/Encore - Extra/02-01 Eminem - We as Americans.flac,112.3,G#m,True,
Eminem/Misc/Music To Be Murdered By - Side B/11 - Key (Skit).flac,161.5,F#m,True,
Eminem/Misc/Music To Be Murdered By - Side B/03 - Alfred’s Theme.flac,95.7,Em,True,
Eminem/Misc/Music To Be Murdered By - Side B/09 - Higher.flac,152.0,F#,True,
Eminem/Misc/Music To Be Murdered By - Side B/07 - Guns Blazing.flac,117.5,Am,True,
Eminem/Misc/Music To Be Murdered By - Side B/05 - Book of Rhymes.flac,136.0,F#m,True,
Eminem/Misc/Music To Be Murdered By - Side B/04 - Tone Deaf.flac,117.5,Gm,True,
Eminem/Misc/Music To Be Murdered By - Side B/01 - Alfred (Intro).flac,112.3,C#m,True,
Eminem/Misc/Music To Be Murdered By - Side B/12 - She Loves Me.flac,161.5,D#m,True,
Eminem/Misc/Music To Be Murdered By - Side B/15 - Thus Far (Interlude).flac,152.0,Fm,True,
Eminem/Misc/Music To Be Murdered By - Side B/14 - Zeus.flac,89.1,D#m,True,
Eminem/Misc/Music To Be Murdered By - Side B/16 - Discombobulated.flac,86.1,Gm,True,
Eminem/Misc/Music To Be Murdered By - Side B/02 - Black Magic.flac,69.8,G#m,True,
Eminem/Misc/Music To Be Murdered By - Side B/13 - Killer.flac,99.4,D#m,True,
Eminem/Misc/Music To Be Murdered By - Side B/08 - Gnat.flac,143.6,F#m,True,
Eminem/Misc/Music To Be Murdered By - Side B/06 - Favorite Bitch.flac,112.3,F#,True,
Eminem/Misc/Music To Be Murdered By - Side B/10 - These Demons.flac,136.0,F#m,True,
Eminem/Eminem - Infinite [24bit-96kHz]/07 Open Mic (Feat. Thyme).flac,89.1,G#m,True,
Eminem/Eminem - Infinite [24bit-96kHz]/06 Maxine (Feat. Kon Artis & Three).flac,86.1,Am,True,
Eminem/Eminem - Infinite [24bit-96kHz]/04 Tonite.flac,92.3,D#m,True,
Eminem/Eminem - Infinite [24bit-96kHz]/08 Never 2 Far (Feat. Kon Artis).flac,95.7,D#m,True,
Eminem/Eminem - Infinite [24bit-96kHz]/09 Searchin' (Feat. Eye Kyu).flac,89.1,F,True,
Eminem/Eminem - Infinite [24bit-96kHz]/01 Infinite.flac,161.5,Bm,True,
Eminem/Eminem - Infinite [24bit-96kHz]/02 W.E.G.O. (Feat. Proof & DJ Head).flac,117.5,Bbm,True,
Eminem/Eminem - Infinite [24bit-96kHz]/03 It's O.K. (Feat. Eye Kyu).flac,89.1,Bm,True,
Eminem/Eminem - Infinite [24bit-96kHz]/05 313 (Feat. Eye Kyu).flac,89.1,Bbm,True,
Eminem/Eminem - Infinite [24bit-96kHz]/11 Jealousy Woes II.flac,86.1,Fm,True,
Eminem/Eminem - Infinite [24bit-96kHz]/10 Backstabber.flac,184.6,G#m,True,
Eminem/[1999] The Slim Shady LP (1999 Interscope Records INT2-90287 Original US Pressing) [24-96]/Eminem - 05 - Paul.flac,143.6,Bm,True,
Eminem/[1999] The Slim Shady LP (1999 Interscope Records INT2-90287 Original US Pressing) [24-96]/Eminem - 20 - Still Don't Give A Fuck.flac,89.1,Ab,True,
Eminem/[1999] The Slim Shady LP (1999 Interscope Records INT2-90287 Original US Pressing) [24-96]/Eminem - 15 - Just Don't Give A Fuck.flac,172.3,Cm,True,
Eminem/[1999] The Slim Shady LP (1999 Interscope Records INT2-90287 Original US Pressing) [24-96]/Eminem - 16 - Soap.flac,107.7,F#m,True,
Eminem/[1999] The Slim Shady LP (1999 Interscope Records INT2-90287 Original US Pressing) [24-96]/Eminem - 07 - 97' Bonnie & Clyde.flac,92.3,Cm,True,
Eminem/[1999] The Slim Shady LP (1999 Interscope Records INT2-90287 Original US Pressing) [24-96]/Eminem - 03 - Guilty Conscience.flac,92.3,Dm,True,
Eminem/[1999] The Slim Shady LP (1999 Interscope Records INT2-90287 Original US Pressing) [24-96]/Eminem - 08 - Bitch.flac,92.3,Bm,True,
Eminem/[1999] The Slim Shady LP (1999 Interscope Records INT2-90287 Original US Pressing) [24-96]/Eminem - 06 - If I Had.flac,172.3,Bb,True,
Eminem/[1999] The Slim Shady LP (1999 Interscope Records INT2-90287 Original US Pressing) [24-96]/Eminem - 04 - Brain Damage.flac,95.7,Bb,True,
Eminem/[1999] The Slim Shady LP (1999 Interscope Records INT2-90287 Original US Pressing) [24-96]/Eminem - 02 - My Name Is.flac,86.1,Dm,True,
Eminem/[1999] The Slim Shady LP (1999 Interscope Records INT2-90287 Original US Pressing) [24-96]/Eminem - 13 - Cum On Everybody.flac,103.4,D#m,True,
Eminem/[1999] The Slim Shady LP (1999 Interscope Records INT2-90287 Original US Pressing) [24-96]/Eminem - 18 - I'm Shady.flac,184.6,Dm,True,
Eminem/[1999] The Slim Shady LP (1999 Interscope Records INT2-90287 Original US Pressing) [24-96]/Eminem - 17 - As The World Turns.flac,95.7,G#m,True,
Eminem/[1999] The Slim Shady LP (1999 Interscope Records INT2-90287 Original US Pressing) [24-96]/Eminem - 14 - Rock Bottom.flac,92.3,F#m,True,
Eminem/[1999] The Slim Shady LP (1999 Interscope Records INT2-90287 Original US Pressing) [24-96]/Eminem - 09 - Role Model.flac,92.3,Dm,True,
Eminem/[1999] The Slim Shady LP (1999 Interscope Records INT2-90287 Original US Pressing) [24-96]/Eminem - 11 - My Fault.flac,95.7,Fm,True,
Eminem/[1999] The Slim Shady LP (1999 Interscope Records INT2-90287 Original US Pressing) [24-96]/Eminem - 10 - Lounge.flac,107.7,F#,True,
Eminem/[1999] The Slim Shady LP (1999 Interscope Records INT2-90287 Original US Pressing) [24-96]/Eminem - 01 - Public Service Announcment.flac,112.3,Cm,True,
Eminem/[1999] The Slim Shady LP (1999 Interscope Records INT2-90287 Original US Pressing) [24-96]/Eminem - 19 - Bad Meets Evil.flac,95.7,D#m,True,
Eminem/[1999] The Slim Shady LP (1999 Interscope Records INT2-90287 Original US Pressing) [24-96]/Eminem - 12 - Ken Kaniff.flac,172.3,F#,True,
Eminem/Eminem-The Eminem Show (Expanded Edition)-2002-FLAC24/02-White America.flac,152.0,B,True,
Eminem/Eminem-The Eminem Show (Expanded Edition)-2002-FLAC24/17-Say What You Say [ft Dr. Dre].flac,107.7,Bb,True,
"Eminem/Eminem-The Eminem Show (Expanded Edition)-2002-FLAC24/27-Freestyle (#2) (Live At Tramps, New York, 1999).flac",117.5,Bbm,True,
"Eminem/Eminem-The Eminem Show (Expanded Edition)-2002-FLAC24/25-Freestyle (#1) (Live At Tramps, New York, 1999).flac",136.0,D#m,True,
Eminem/Eminem-The Eminem Show (Expanded Edition)-2002-FLAC24/01-Curtains Up (Skit).flac,83.4,B,True,
Eminem/Eminem-The Eminem Show (Expanded Edition)-2002-FLAC24/15-Steve Berman (Skit).flac,107.7,Bm,True,
Eminem/Eminem-The Eminem Show (Expanded Edition)-2002-FLAC24/36-Superman (Instrumental).flac,129.2,Ab,True,
Eminem/Eminem-The Eminem Show (Expanded Edition)-2002-FLAC24/35-Sing For The Moment (Instrumental).flac,161.5,Em,True,
Eminem/Eminem-The Eminem Show (Expanded Edition)-2002-FLAC24/05-Square Dance.flac,161.5,Am,True,
Eminem/Eminem-The Eminem Show (Expanded Edition)-2002-FLAC24/37-Say What You Say (Instrumental).flac,123.0,Bb,True,
Eminem/Eminem-The Eminem Show (Expanded Edition)-2002-FLAC24/20-Curtains Close (skit).flac,99.4,F#m,True,
Eminem/Eminem-The Eminem Show (Expanded Edition)-2002-FLAC24/34-Without Me (Instrumental).flac,112.3,Dm,True,
Eminem/Eminem-The Eminem Show (Expanded Edition)-2002-FLAC24/22-The Conspiracy Freestyle.flac,95.7,Cm,True,
Eminem/Eminem-The Eminem Show (Expanded Edition)-2002-FLAC24/13-Superman [ft Dina Rae].flac,129.2,Ab,True,
Eminem/Eminem-The Eminem Show (Expanded Edition)-2002-FLAC24/11-Paul Rosenberg (Skit).flac,129.2,Gm,True,
Eminem/Eminem-The Eminem Show (Expanded Edition)-2002-FLAC24/18-Till I Collapse [ft Nate Dogg].flac,172.3,G#m,True,
Eminem/Eminem-The Eminem Show (Expanded Edition)-2002-FLAC24/06-The Kiss (Skit).flac,95.7,F#m,True,
Eminem/Eminem-The Eminem Show (Expanded Edition)-2002-FLAC24/07-Soldier.flac,123.0,A,True,
Eminem/Eminem-The Eminem Show (Expanded Edition)-2002-FLAC24/14-Hailie's Song.flac,80.7,Cm,True,
"Eminem/Eminem-The Eminem Show (Expanded Edition)-2002-FLAC24/26-Brain Damage (Live At Tramps, New York, 1999).flac",95.7,Gm,True,
Eminem/Eminem-The Eminem Show (Expanded Edition)-2002-FLAC24/31-Business (Instrumental).flac,95.7,Bbm,True,
"Eminem/Eminem-The Eminem Show (Expanded Edition)-2002-FLAC24/29-The Way I Am (Live At The Fuji Rock Festival, 2001) [ft Proof].flac",117.5,Cm,True,
Eminem/Eminem-The Eminem Show (Expanded Edition)-2002-FLAC24/38-Till I Collapse (Instrumental).flac,86.1,G#m,True,
Eminem/Eminem-The Eminem Show (Expanded Edition)-2002-FLAC24/32-Cleanin' Out My Closet (Instrumental).flac,99.4,Cm,True,
"Eminem/Eminem-The Eminem Show (Expanded Edition)-2002-FLAC24/28-Just Don't Give A Fuck (Live At Tramps, New York, 1999).flac",103.4,Bbm,True,
Eminem/Eminem-The Eminem Show (Expanded Edition)-2002-FLAC24/08-Say Goodbye Hollywood.flac,95.7,Cm,True,
Eminem/Eminem-The Eminem Show (Expanded Edition)-2002-FLAC24/16-When The Music Stops [ft D-12].flac,92.3,G#m,True,
Eminem/Eminem-The Eminem Show (Expanded Edition)-2002-FLAC24/03-Business.flac,95.7,Bbm,True,
"Eminem/Eminem-The Eminem Show (Expanded Edition)-2002-FLAC24/23-Bump Heads [ft 50 Cent, Lloyd Banks, Tony Yayo].flac",184.6,Gm,True,
Eminem/Eminem-The Eminem Show (Expanded Edition)-2002-FLAC24/19-My Dad's Gone Crazy.flac,89.1,Fm,True,
"Eminem/Eminem-The Eminem Show (Expanded Edition)-2002-FLAC24/30-The Real Slim Shady (Live At The Fuji Rock Festival, 2001) [ft Proof].flac",103.4,Am,True,
Eminem/Eminem-The Eminem Show (Expanded Edition)-2002-FLAC24/33-Square Dance (Instrumental).flac,83.4,Am,True,
"Eminem/Eminem-The Eminem Show (Expanded Edition)-2002-FLAC24/24-Jimmy, Brian And Mike (Previously Unreleased).flac",107.7,Ab,True,
Eminem/Eminem-The Eminem Show (Expanded Edition)-2002-FLAC24/10-Without Me.flac,112.3,Dm,True,
Eminem/Eminem-The Eminem Show (Expanded Edition)-2002-FLAC24/12-Sing For The Moment.flac,161.5,Em,True,
Eminem/Eminem-The Eminem Show (Expanded Edition)-2002-FLAC24/04-Cleanin' Out My Closet.flac,99.4,Cm,True,
Eminem/Eminem-The Eminem Show (Expanded Edition)-2002-FLAC24/21-Stimulate.flac,89.1,Gm,True,
Eminem/Eminem-The Eminem Show (Expanded Edition)-2002-FLAC24/09-Drips [ft Obie Trice].flac,83.4,Dm,True,
Eminem/Eminem - Relapse (2009) [Vinyl-FLAC-24-96] {B0012863-01}/D4 Underground.flac,117.5,F#m,True,
Eminem/Eminem - Relapse (2009) [Vinyl-FLAC-24-96] {B0012863-01}/B1 Hello.flac,95.7,Bm,True,
Eminem/Eminem - Relapse (2009) [Vinyl-FLAC-24-96] {B0012863-01}/C4 Must Be The Ganja.flac,172.3,Em,True,
Eminem/Eminem - Relapse (2009) [Vinyl-FLAC-24-96] {B0012863-01}/A1 Dr. West (Skit).flac,117.5,Ab,True,
Eminem/Eminem - Relapse (2009) [Vinyl-FLAC-24-96] {B0012863-01}/B3 Same Song & Dance.flac,107.7,Bm,True,
Eminem/Eminem - Relapse (2009) [Vinyl-FLAC-24-96] {B0012863-01}/A5 Bagpipes From Baghdad.flac,92.3,Am,True,
Eminem/Eminem - Relapse (2009) [Vinyl-FLAC-24-96] {B0012863-01}/C3 Old Time's Sake.flac,89.1,F#m,True,
Eminem/Eminem - Relapse (2009) [Vinyl-FLAC-24-96] {B0012863-01}/B5 Medicine Ball.flac,117.5,Em,True,
Eminem/Eminem - Relapse (2009) [Vinyl-FLAC-24-96] {B0012863-01}/C6 Déjà Vu.flac,89.1,Fm,True,
Eminem/Eminem - Relapse (2009) [Vinyl-FLAC-24-96] {B0012863-01}/A4 Insane.flac,103.4,Cm,True,
Eminem/Eminem - Relapse (2009) [Vinyl-FLAC-24-96] {B0012863-01}/D1 Beautiful.flac,129.2,Em,True,
Eminem/Eminem - Relapse (2009) [Vinyl-FLAC-24-96] {B0012863-01}/D2 Crack A Bottle.flac,86.1,G#m,True,
Eminem/Eminem - Relapse (2009) [Vinyl-FLAC-24-96] {B0012863-01}/A2 3 A.M..flac,152.0,Cm,True,
Eminem/Eminem - Relapse (2009) [Vinyl-FLAC-24-96] {B0012863-01}/B2 Tonya (Skit).flac,103.4,Bm,True,
Eminem/Eminem - Relapse (2009) [Vinyl-FLAC-24-96] {B0012863-01}/A3 My Mom.flac,92.3,Em,True,
Eminem/Eminem - Relapse (2009) [Vinyl-FLAC-24-96] {B0012863-01}/D3 Steve Berman (Skit).flac,107.7,Bm,True,
Eminem/Eminem - Relapse (2009) [Vinyl-FLAC-24-96] {B0012863-01}/B4 We Made You.flac,112.3,Dm,True,
Eminem/Eminem - Relapse (2009) [Vinyl-FLAC-24-96] {B0012863-01}/C5 Mr. Mathers (Skit).flac,112.3,Fm,True,
Eminem/Eminem - Relapse (2009) [Vinyl-FLAC-24-96] {B0012863-01}/C2 Stay Wide Awake.flac,99.4,Bm,True,
Eminem/Eminem - Relapse (2009) [Vinyl-FLAC-24-96] {B0012863-01}/C1 Paul (Skit).flac,95.7,Bbm,True,
Eminem/Eminem - Music To Be Murdered By (2020) [Vinyl-FLAC-24-192] {B0031747-01}/B2 Darkness.flac,152.0,Bb,True,
Eminem/Eminem - Music To Be Murdered By (2020) [Vinyl-FLAC-24-192] {B0031747-01}/C5 Little Engine.flac,103.4,C#m,True,
Eminem/Eminem - Music To Be Murdered By (2020) [Vinyl-FLAC-24-192] {B0031747-01}/D4 Alfred (Outro).flac,143.6,G,True,
Eminem/Eminem - Music To Be Murdered By (2020) [Vinyl-FLAC-24-192] {B0031747-01}/A3 You Gon' Learn.flac,143.6,Fm,True,
Eminem/Eminem - Music To Be Murdered By (2020) [Vinyl-FLAC-24-192] {B0031747-01}/C6 Lock It Up.flac,136.0,B,True,
Eminem/Eminem - Music To Be Murdered By (2020) [Vinyl-FLAC-24-192] {B0031747-01}/D2 No Regrets.flac,136.0,Fm,True,
Eminem/Eminem - Music To Be Murdered By (2020) [Vinyl-FLAC-24-192] {B0031747-01}/A5 Those Kinda Nights.flac,103.4,Eb,True,
Eminem/Eminem - Music To Be Murdered By (2020) [Vinyl-FLAC-24-192] {B0031747-01}/C4 Never Love Again.flac,92.3,Dm,True,
Eminem/Eminem - Music To Be Murdered By (2020) [Vinyl-FLAC-24-192] {B0031747-01}/A6 In Too Deep.flac,89.1,E,True,
Eminem/Eminem - Music To Be Murdered By (2020) [Vinyl-FLAC-24-192] {B0031747-01}/A4 Alfred (Interlude).flac,136.0,G,True,
Eminem/Eminem - Music To Be Murdered By (2020) [Vinyl-FLAC-24-192] {B0031747-01}/D3 I Will.flac,99.4,Gm,True,
Eminem/Eminem - Music To Be Murdered By (2020) [Vinyl-FLAC-24-192] {B0031747-01}/C2 Stepdad.flac,143.6,F#m,True,
Eminem/Eminem - Music To Be Murdered By (2020) [Vinyl-FLAC-24-192] {B0031747-01}/D1 Farewell.flac,92.3,D#m,True,
Eminem/Eminem - Music To Be Murdered By (2020) [Vinyl-FLAC-24-192] {B0031747-01}/B3 Leaving Heaven.flac,172.3,F,True,
Eminem/Eminem - Music To Be Murdered By (2020) [Vinyl-FLAC-24-192] {B0031747-01}/A1 Premonition (Intro).flac,112.3,G,True,
Eminem/Eminem - Music To Be Murdered By (2020) [Vinyl-FLAC-24-192] {B0031747-01}/C1 Stepdad (Intro).flac,123.0,D,True,
Eminem/Eminem - Music To Be Murdered By (2020) [Vinyl-FLAC-24-192] {B0031747-01}/B1 Godzilla.flac,161.5,F#m,True,
Eminem/Eminem - Music To Be Murdered By (2020) [Vinyl-FLAC-24-192] {B0031747-01}/A2 Unaccommodating.flac,123.0,G#m,True,
Eminem/Eminem - Music To Be Murdered By (2020) [Vinyl-FLAC-24-192] {B0031747-01}/B4 Yah Yah.flac,92.3,A,True,
Eminem/Eminem - Music To Be Murdered By (2020) [Vinyl-FLAC-24-192] {B0031747-01}/C3 Marsh.flac,143.6,G#m,True,
Eminem/Eminem (2000) Marshall Mathers LP (1st US Vinyl 2496)/16 - Kim.flac,143.6,Fm,True,
Eminem/Eminem (2000) Marshall Mathers LP (1st US Vinyl 2496)/08 - The Real Slim Shady.flac,103.4,Gm,True,
Eminem/Eminem (2000) Marshall Mathers LP (1st US Vinyl 2496)/03 - Stan (feat. Dido).flac,161.5,C#m,True,
Eminem/Eminem (2000) Marshall Mathers LP (1st US Vinyl 2496)/13 - Drug Ballad.flac,103.4,Eb,True,
Eminem/Eminem (2000) Marshall Mathers LP (1st US Vinyl 2496)/02 - Kill You.flac,107.7,Bbm,True,
Eminem/Eminem (2000) Marshall Mathers LP (1st US Vinyl 2496)/18 - Criminal.flac,103.4,Fm,True,
Eminem/Eminem (2000) Marshall Mathers LP (1st US Vinyl 2496)/01 - Public Service Announcement 2000.flac,123.0,Dm,True,
Eminem/Eminem (2000) Marshall Mathers LP (1st US Vinyl 2496)/09 - Remember Me (feat. RBX & Sticky Fingaz).flac,89.1,Bm,True,
Eminem/Eminem (2000) Marshall Mathers LP (1st US Vinyl 2496)/05 - Who Knew.flac,99.4,Bbm,True,
Eminem/Eminem (2000) Marshall Mathers LP (1st US Vinyl 2496)/14 - Amityville (feat. Bizarre).flac,161.5,Gm,True,
Eminem/Eminem (2000) Marshall Mathers LP (1st US Vinyl 2496)/10 - I'm Back.flac,172.3,Fm,True,
Eminem/Eminem (2000) Marshall Mathers LP (1st US Vinyl 2496)/11 - Marshall Mathers.flac,95.7,Ab,True,
Eminem/Eminem (2000) Marshall Mathers LP (1st US Vinyl 2496)/04 - Paul (Skit).flac,129.2,Dm,True,
Eminem/Eminem (2000) Marshall Mathers LP (1st US Vinyl 2496)/17 - Under The Influence (feat. D12).flac,95.7,F#m,True,
"Eminem/Eminem (2000) Marshall Mathers LP (1st US Vinyl 2496)/15 - Bitch Please II (feat. Dr. Dre, Snoop Dogg, Xzibit & Nate Dogg).flac",95.7,Em,True,
Eminem/Eminem (2000) Marshall Mathers LP (1st US Vinyl 2496)/06 - Steve Berman.flac,107.7,Fm,True,
Eminem/Eminem (2000) Marshall Mathers LP (1st US Vinyl 2496)/12 - Ken Kaniff (Skit).flac,99.4,Dm,True,
Eminem/Eminem (2000) Marshall Mathers LP (1st US Vinyl 2496)/07 - The Way I Am.flac,117.5,Cm,True,
Eminem/Eminem - Revival (2017) [FLAC]/19 - Eminem - Arose.flac,152.0,Fm,True,
Eminem/Eminem - Revival (2017) [FLAC]/08 - Eminem - Revival (Interlude).flac,99.4,Eb,True,
Eminem/Eminem - Revival (2017) [FLAC]/15 - Eminem - Offended.flac,143.6,Em,True,
Eminem/Eminem - Revival (2017) [FLAC]/09 - Eminem feat. Alicia Keys - Like Home.flac,107.7,Am,True,
Eminem/Eminem - Revival (2017) [FLAC]/13 - Eminem feat Kehlani - Nowhere Fast.flac,78.3,Db,True,
Eminem/Eminem - Revival (2017) [FLAC]/07 - Eminem - Remind Me.flac,95.7,Fm,True,
Eminem/Eminem - Revival (2017) [FLAC]/03 - Eminem feat. Phresher - Chloraseptic.flac,129.2,D#m,True,
Eminem/Eminem - Revival (2017) [FLAC]/12 - Eminem - Framed.flac,143.6,F,True,
Eminem/Eminem - Revival (2017) [FLAC]/11 - Eminem feat. Skylar Grey - Tragic Endings.flac,80.7,Fm,True,
Eminem/Eminem - Revival (2017) [FLAC]/18 - Eminem - Castle.flac,172.3,Cm,True,
Eminem/Eminem - Revival (2017) [FLAC]/01 - Eminem feat. Beyonce - Walk On Water.flac,143.6,C,True,
Eminem/Eminem - Revival (2017) [FLAC]/14 - Eminem - Heat.flac,99.4,Cm,True,
Eminem/Eminem - Revival (2017) [FLAC]/02 - Eminem - Believe.flac,129.2,G#m,True,
Eminem/Eminem - Revival (2017) [FLAC]/05 - Eminem feat. Ed Sheeran - River.flac,89.1,C#m,True,
Eminem/Eminem - Revival (2017) [FLAC]/16 - Eminem feat. Pink - Need Me.flac,69.8,Cm,True,
Eminem/Eminem - Revival (2017) [FLAC]/17 - Eminem - In Your Head.flac,161.5,Em,True,
Eminem/Eminem - Revival (2017) [FLAC]/10 - Eminem feat. X Ambassadors - Bad Husband.flac,86.1,Am,True,
Eminem/Eminem - Revival (2017) [FLAC]/06 - Eminem - Remind Me (Intro).flac,73.8,A,True,
Eminem/Eminem - Revival (2017) [FLAC]/04 - Eminem - Untouchable.flac,89.1,Bbm,True,
Eminem/Eminem - Kamikaze (2018) [Vinyl-FLAC-24-192] {B0029211-01}/13 - Venom (Music From The Motion Picture).flac,136.0,Bbm,True,
Eminem/Eminem - Kamikaze (2018) [Vinyl-FLAC-24-192] {B0029211-01}/02 - Greatest.flac,161.5,Am,True,
Eminem/Eminem - Kamikaze (2018) [Vinyl-FLAC-24-192] {B0029211-01}/10 - Fall.flac,92.3,B,True,
Eminem/Eminem - Kamikaze (2018) [Vinyl-FLAC-24-192] {B0029211-01}/07 - Stepping Stone.flac,184.6,Dm,True,
Eminem/Eminem - Kamikaze (2018) [Vinyl-FLAC-24-192] {B0029211-01}/01 - The Ringer.flac,117.5,Em,True,
Eminem/Eminem - Kamikaze (2018) [Vinyl-FLAC-24-192] {B0029211-01}/05 - Normal.flac,123.0,Bm,True,
Eminem/Eminem - Kamikaze (2018) [Vinyl-FLAC-24-192] {B0029211-01}/06 - Em Calls Paul (Skit).flac,107.7,D#m,True,
Eminem/Eminem - Kamikaze (2018) [Vinyl-FLAC-24-192] {B0029211-01}/04 - Paul (Skit).flac,117.5,Fm,True,
Eminem/Eminem - Kamikaze (2018) [Vinyl-FLAC-24-192] {B0029211-01}/08 - Not Alike.flac,143.6,Cm,True,
Eminem/Eminem - Kamikaze (2018) [Vinyl-FLAC-24-192] {B0029211-01}/03 - Lucky You.flac,152.0,Em,True,
Eminem/Eminem - Kamikaze (2018) [Vinyl-FLAC-24-192] {B0029211-01}/09 - Kamikaze.flac,161.5,F#m,True,
Eminem/Eminem - Kamikaze (2018) [Vinyl-FLAC-24-192] {B0029211-01}/11 - Nice Guy.flac,136.0,Dm,True,
Eminem/Eminem - Kamikaze (2018) [Vinyl-FLAC-24-192] {B0029211-01}/12 - Good Guy.flac,89.1,C,True,
Eminem/[1997] Slim Shady (EP)/04 - Just Don't Give A Fuck.flac,83.4,F#,True,
Eminem/[1997] Slim Shady (EP)/09 - If I Had (Radio Edit).flac,172.3,Bb,True,
Eminem/[1997] Slim Shady (EP)/10 - Just Don't Give A Fuck (Radio Edit).flac,83.4,F#,True,
Eminem/[1997] Slim Shady (EP)/06 - Just The Two Of Us.flac,92.3,Cm,True,
Eminem/[1997] Slim Shady (EP)/08 - Murder Murder.flac,184.6,Gm,True,
Eminem/[1997] Slim Shady (EP)/03 - If I Had.flac,172.3,Bb,True,
Eminem/[1997] Slim Shady (EP)/05 - Mommy.flac,161.5,Bbm,True,
Eminem/[1997] Slim Shady (EP)/02 - Low Down Dirty.flac,161.5,Dm,True,
Eminem/[1997] Slim Shady (EP)/01 - Intro (Slim Shady).flac,117.5,Ab,True,
Eminem/[1997] Slim Shady (EP)/07 - No One's Iller (feat. Swift Bizarre Kid & Fuzz).flac,172.3,Bbm,True,
Eminem/2003 - Eminem - International Singles [Box Set] [FLAC]/Disk 8/03 - Hazardous Youth (Acappella).flac,107.7,C#m,True,
Eminem/2003 - Eminem - International Singles [Box Set] [FLAC]/Disk 8/02 - Guilty Conscience (Radio Version With Gunshots).flac,92.3,Dm,True,
Eminem/2003 - Eminem - International Singles [Box Set] [FLAC]/Disk 8/04 - Get You Mad.flac,92.3,Dm,True,
Eminem/2003 - Eminem - International Singles [Box Set] [FLAC]/Disk 8/01 - Stan (Radio Edit).flac,161.5,C#m,True,
Eminem/2003 - Eminem - International Singles [Box Set] [FLAC]/Disk 6/02 - Rabbit Run.flac,95.7,C#m,True,
Eminem/2003 - Eminem - International Singles [Box Set] [FLAC]/Disk 6/03 - Sing For The Moment (Instrumental).flac,161.5,Em,True,
Eminem/2003 - Eminem - International Singles [Box Set] [FLAC]/Disk 6/01 - Sing For The Moment.flac,161.5,Em,True,
Eminem/2003 - Eminem - International Singles [Box Set] [FLAC]/Disk 1/01 - My Name Is (Clean Version).flac,86.1,Dm,True,
Eminem/2003 - Eminem - International Singles [Box Set] [FLAC]/Disk 1/03 - My Name Is (Instrumental).flac,86.1,Dm,True,
Eminem/2003 - Eminem - International Singles [Box Set] [FLAC]/Disk 1/02 - My Name Is (Explicit Version).flac,86.1,Dm,True,
